url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.straitstimes.com/singapore/environment/covid-19-offers-preview-of-impact-of-environmental-threats,,Covid - 19 offers preview of impact of environmental threats,20200501T230000Z,https://www.straitstimes.com/sites/all/themes/custom/bootdemo/images/facebook_default_pic.jpg,straitstimes.com,English,Singapore
https://www.express.co.uk/news/science/1276612/coronavirus-uk-climate-change-comparison,https://www.express.co.uk/news/science/1276612/coronavirus-uk-climate-change-comparison/amp,Coronavirus : Expert warns climate change will be  far greater tragedy  than pandemic,20200501T150000Z,https://cdn.images.express.co.uk/img/dynamic/151/750x445/1276612.jpg,express.co.uk,English,United Kingdom
https://www.b92.net/zivot/vesti.php?yyyy=2020&mm=05&dd=01&nav_id=1679559,https://www.b92.net/zivot/vesti.php?yyyy=2020 =05 =01 _id=1679559 =amp,Deo novca prikupljenog za borbu protiv klimatskih promena Tunberg donirala za maske i sapune,20200502T000000Z,,b92.net,Serbian,Serbia
https://allafrica.com/stories/202005010134.html,,Liberia : Climate Change Efforts and Messages in Relation to the COVID - 19 Pandemic,20200501T091500Z,,allafrica.com,English,Nigeria
https://www.ippmedia.com/en/features/why-climate-agricultural-techniques-are-resilient-climate-change,https://www.ippmedia.com/en/features/why-climate-agricultural-techniques-are-resilient-climate-change?amp,Why climate agricultural techniques are resilient for climate change,20200501T113000Z,https://www.ippmedia.com/sites/default/files/articles/2020/05/01/miti.jpg,ippmedia.com,English,Tanzania
"https://www.ynet.co.il/articles/0,7340,L-5723118,00.html",,עניין של שחור או לבן,20200501T164500Z,https://www.ynet.co.il/PicServer5/2020/04/13/9906511/99064000100488640360no.jpg,ynet.co.il,Hebrew,Israel
https://www.yna.co.kr/view/AKR20200501011000072,https://m.yna.co.kr/amp/view/AKR20200501011000072,"유엔총장  한국 , 코로나19 · 기후변화 대응 따라야 할 본보기  ",20200501T000000Z,https://img1.yna.co.kr/etc/inner/KR/2020/05/01/AKR20200501011000072_01_i_P4.jpg,yna.co.kr,Korean,South Korea
https://www.breitbart.com/entertainment/2020/04/30/robert-redford-sees-pleasant-surprise-in-coronavirus-lockdown-glimpse-of-potential-for-environmental-repair/,https://www.breitbart.com/entertainment/2020/04/30/robert-redford-sees-pleasant-surprise-in-coronavirus-lockdown-glimpse-of-potential-for-environmental-repair/amp/,Robert Redford Sees  Pleasant Surprise  in Coronavirus Lockdown :  Glimpse of Potential for Environmental Repair  ,20200501T003000Z,https://media.breitbart.com/media/2018/01/RobertRedfordSundance.jpg,breitbart.com,English,United States
http://seoul.co.kr/news/newsView.php?id=20200501500128,https://amp.seoul.co.kr/www/20200501500128," [ 서울신문 ] 유엔총장  韓 , 코로나19 대응 성공적 … 따라야 할 본보기  극찬",20200501T080000Z,https://img.seoul.co.kr/img/upload/2020/01/07/SSI_20200107070632.jpg,seoul.co.kr,Korean,South Korea
http://seoul.co.kr/news/newsView.php?id=20200501500128&wlog_sub=svt_023,https://amp.seoul.co.kr/www/20200501500128," [ 서울신문 ] 유엔총장  韓 , 코로나19 대응 성공적 … 따라야 할 본보기  극찬",20200501T064500Z,https://img.seoul.co.kr/img/upload/2020/01/07/SSI_20200107070632.jpg,seoul.co.kr,Korean,South Korea
https://theconversation.com/11-000-scientists-warn-climate-change-isnt-just-about-temperature-126261,https://theconversation.com/amp/11-000-scientists-warn-climate-change-isnt-just-about-temperature-126261,"11 , 000 scientists warn : climate change isnt just about temperature",20200501T210000Z,https://images.theconversation.com/files/300029/original/file-20191104-88403-1u1o8ss.jpg?ixlib=rb-1.1.0&rect=35%2C0%2C4000%2C2000&q=45&auto=format&fit=crop,theconversation.com,English,Australia
https://www.dw.com/overlay/media/en/disappearing-ice-climate-change-in-the-antarctic/53186886/53304374,,,20200501T183000Z,,dw.com,English,Germany
https://www.yna.co.kr/view/AKR20200501011051072,https://m.yna.co.kr/amp/view/AKR20200501011051072,"유엔총장  한국 , 코로나19 · 기후변화 대응 따라야 할 본보기 ( 종합 ) ",20200501T023000Z,https://img5.yna.co.kr/etc/inner/KR/2020/05/01/AKR20200501011051072_01_i_P4.jpg,yna.co.kr,Korean,South Korea
https://www.smh.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,https://amp.smh.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,Woodside warns renewables  lack scale  as rivals turn green leaf,20200501T074500Z,https://static.ffx.io/images/$zoom_0.5298%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_109/t_crop_custom/q_86%2Cf_auto/ddb63975accb106af234a030dbc54880fca98abc,smh.com.au,English,Australia
https://www.theage.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,https://amp.theage.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,Woodside warns renewables  lack scale  as rivals turn green leaf,20200501T081500Z,https://static.ffx.io/images/$zoom_0.5298%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_109/t_crop_custom/q_86%2Cf_auto/ddb63975accb106af234a030dbc54880fca98abc,theage.com.au,English,Australia
https://www.express.co.uk/news/science/1276768/Climate-change-news-global-warming-models-University-of-Michigan,https://www.express.co.uk/news/science/1276768/Climate-change-news-global-warming-models-University-of-Michigan/amp,Climate change : Some climate models  predict too much warming  | Science | News,20200501T210000Z,https://cdn.images.express.co.uk/img/dynamic/151/750x445/1276768.jpg,express.co.uk,English,United Kingdom
https://www.watoday.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,https://amp.watoday.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,Woodside warns renewables  lack scale  as rivals turn green leaf,20200501T104500Z,https://static.ffx.io/images/$zoom_0.5298%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_109/t_crop_custom/q_86%2Cf_auto/ddb63975accb106af234a030dbc54880fca98abc,watoday.com.au,English,Australia
https://www.brisbanetimes.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,https://amp.brisbanetimes.com.au/business/companies/woodside-warns-renewables-lack-scale-as-rivals-turn-green-leaf-20200501-p54p2u.html,Woodside warns renewables  lack scale  as rivals turn green leaf,20200501T081500Z,https://static.ffx.io/images/$zoom_0.5298%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_109/t_crop_custom/q_86%2Cf_auto/ddb63975accb106af234a030dbc54880fca98abc,brisbanetimes.com.au,English,Australia
https://www.foxnews.com/entertainment/robert-redford-pleasant-surprises-coronavirus-pandemic-climate-change,https://www.foxnews.com/entertainment/robert-redford-pleasant-surprises-coronavirus-pandemic-climate-change.amp,Robert Redford highlights  pleasant surprise the coronavirus pandemic is having on climate change,20200501T143000Z,https://static.foxnews.com/foxnews.com/content/uploads/2019/01/e9087476e7244f0c60b30f64c545c084w-c0xd-w640_h480_q80.jpg,foxnews.com,English,United States
http://news.kmib.co.kr/article/view.asp?arcid=0014536246&code=61131111&sid1=int,http://m.kmib.co.kr/view_amp.asp?arcid=0014536246,"유엔총장 ,  한국 코로나 · 기후변화 대응 주목할만한 본보기 - 국민일보",20200501T014500Z,http://image.kmib.co.kr/online_image/2020/0501/611311110014536246_1.jpg,news.kmib.co.kr,Korean,South Korea
https://www.arabnews.com/node/1668211,,World has golden opportunity to go green,20200501T214500Z,https://www.arabnews.com/sites/default/files/authors/1826486-ranvirsnairbw.png,arabnews.com,English,Saudi Arabia
https://www.triplepundit.com/story/2020/covid-19-makes-2020s-adaptation-decade-climate-change/87386,,COVID - 19 Makes the 2020s the Adaptation Decade for Climate Change,20200501T014500Z,https://back.3blmedia.com/sites/default/files/styles/ratio_3_2/public/triplepundit/wide/climate%20change%20will%20long%20have%20an%20impact%20on%20society%20and%20the%20environment.jpg,triplepundit.com,English,United States
https://www.washingtonexaminer.com/news/coronavirus-pandemic-leads-to-major-drop-in-global-carbon-emissions-study,https://www.washingtonexaminer.com/news/coronavirus-pandemic-leads-to-major-drop-in-global-carbon-emissions-study?_amp=true,Coronavirus pandemic leads to major drop in global carbon emissions : Study,20200501T191500Z,https://mediadc.brightspotcdn.com/5b/b7/4feec47bbb352d3553bdbd2b457f/c899e0212ae95aecca6cc852f26b84b7.jpg,washingtonexaminer.com,English,United States
https://jp.reuters.com/article/norway-swf-barclays-idJPKBN22D55F,https://jp.mobile.reuters.com/article/amp/idJPKBN22D55F,ノルウェー政府系ファンド 、 英バークレイズの気候変動対策を支持,20200501T113000Z,https://s2.reutersmedia.net/resources/r/?m=02&d=20200501&t=2&i=1517141660&r=LYNXMPEG403BB,jp.reuters.com,Japanese,United States
https://www.theglobeandmail.com/opinion/article-climate-change-is-like-covid-19-the-longer-we-wait-to-acknowledge-it/,https://www.theglobeandmail.com/amp/opinion/article-climate-change-is-like-covid-19-the-longer-we-wait-to-acknowledge-it/,"Opinion : Climate change is like COVID - 19 – the longer we wait to acknowledge it , the harder it is to defeat",20200501T183000Z,https://www.theglobeandmail.com/resizer/xeXKBsX-MwKG4GFUSjBRZhhl4Do=/1200x0/filters:quality(80)/cloudfront-us-east-1.images.arcpublishing.com/tgam/DWOKEHXAF5FSFHSJPSI4S7ZQIA.jpg,theglobeandmail.com,English,Canada
http://www.bssnews.net/?p=384048,,IPCC to dedicate new report to co - founder John Houghton | Bangladesh Sangbad Sangstha ( BSS ) ,20200501T173000Z,http://www.bssnews.net/wp-content/uploads/2020/05/Intergovernmental-Panel-on-Climate-Change-IPCC.jpg,bssnews.net,English,Bangladesh
https://www.msn.com/en-us/lifestyle/green-living/these-are-the-effects-of-climate-change-were-not-talking-about/ar-BBZcQ6F,,These Are the Effects of Climate Change Were Not Talking About,20200501T160000Z,,msn.com,English,United States
https://jp.reuters.com/article/norway-swf-barclays-idJPL4N2CJ1KB,https://jp.mobile.reuters.com/article/amp/idJPL4N2CJ1KB,ノルウェー政府系ファンド 、 英バークレイズの気候変動対策を支持,20200501T113000Z,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,jp.reuters.com,Japanese,United States
https://www.newsweekjapan.jp/headlines/business/2020/05/274480.php,https://www.newsweekjapan.jp/amp/headlines/business/2020/05/274480.php,ノルウェー政府系ファンド 、 英バークレイズの気候変動対策を支持,20200501T133000Z,https://www.newsweekjapan.jp/headlines/assets_c/2020/05/2020-05-01T102859Z_1_LYNXMPEG403BB_RTROPTP_2_BARCLAYS-REGULATOR-JENKINS-thumb-450x303-195900.jpg,newsweekjapan.jp,Japanese,Japan
https://www.forbes.com/sites/elizabethhowell1/2020/05/01/climate-crisis-the-660b-problem-one-company-is-trying-to-weather/,https://www.forbes.com/sites/elizabethhowell1/2020/05/01/climate-crisis-the-660b-problem-one-company-is-trying-to-weather/amp/,Climate Crisis : The $600B Problem One Company Is Trying To Weather,20200501T174500Z,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1211084083%2F0x0.jpg,forbes.com,English,United States
https://www.afr.com/politics/federal/byelection-to-be-fought-over-the-forgotten-people-20200501-p54ox7,,Byelection to be fought over the  forgotten  people,20200501T054500Z,https://static.ffx.io/images/$zoom_0.2345%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/e_sharpen:25%2Cq_85%2Cf_auto/27734fb6cd65ee115f76c1b35baf53f2234a3da8,afr.com,English,Australia
https://www.smh.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,https://amp.smh.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,"Investor push for climate action not binding , just  guidance : Woodside",20200501T050000Z,https://static.ffx.io/images/$zoom_1.5165%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_94/t_crop_custom/q_86%2Cf_auto/7c7e370b8b41b3de7fd989bf90b7ebd22b5d079f,smh.com.au,English,Australia
https://www.theage.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,https://amp.theage.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,"Investor push for climate action not binding , just  guidance : Woodside",20200501T050000Z,https://static.ffx.io/images/$zoom_1.5165%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_94/t_crop_custom/q_86%2Cf_auto/7c7e370b8b41b3de7fd989bf90b7ebd22b5d079f,theage.com.au,English,Australia
https://www.archdaily.com/938685/proactive-architecture-as-a-means-to-mitigate-climate-change,,Proactive Architecture as a Means to Mitigate Climate Change,20200501T084500Z,,archdaily.com,English,United States
http://www.koreatimes.co.kr/www/biz/2020/05/126_288688.html,http://m.koreatimes.co.kr/pages/article.amp.asp?newsIdx=288688, [ INTERVIEW ] Shinhan to adopt Equator Principles in H2,20200501T023000Z,https://ston.koreatimes.co.kr/web/IMAGE/upload/newsV2/images/202004/075946061b74400ba6b40f1079b7ecbf.jpg,koreatimes.co.kr,English,South Korea
http://www.ihalla.com/read.php3?aid=1588296342681781120,,제주의 대표 신문 한라일보,20200501T014500Z,http://www.ihalla.com/upimages/gisaimg/202005/681781.jpg,ihalla.com,Korean,South Korea
https://www.watoday.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,https://amp.watoday.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,"Investor push for climate action not binding , just  guidance : Woodside",20200501T050000Z,https://static.ffx.io/images/$zoom_1.5165%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_94/t_crop_custom/q_86%2Cf_auto/7c7e370b8b41b3de7fd989bf90b7ebd22b5d079f,watoday.com.au,English,Australia
http://www.ecomedia.co.kr/news/newsview.php?ncode=1065588265747218,,기후변화에 대응한 수자원시설물 관리 방안,20200501T074500Z,http://www.ecomedia.co.kr/news/data/20200501/p1065588265747218_130_thum.JPG,ecomedia.co.kr,Korean,South Korea
https://www.brisbanetimes.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,https://amp.brisbanetimes.com.au/national/investors-push-for-climate-action-not-binding-just-guidance-woodside-20200501-p54p0x.html,"Investor push for climate action not binding , just  guidance : Woodside",20200501T043000Z,https://static.ffx.io/images/$zoom_1.5165%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_94/t_crop_custom/q_86%2Cf_auto/7c7e370b8b41b3de7fd989bf90b7ebd22b5d079f,brisbanetimes.com.au,English,Australia
https://www.wiwo.de/my/technologie/mobilitaet/hajeks-high-voltage-9-tante-trudes-chihuahua-und-die-stickoxide/25791674.html,,Warum die Coronakrise für mehr dreckige Abgase sorgen wird,20200501T133000Z,https://www.wiwo.de/images/strassenverkehr-in-niedersachsen-nimmt-deutlich-zu/25793010/3-format11240.jpg,wiwo.de,German,Germany
https://www.focus.de/wissen/natur/klimawandel-schlimmer-als-corona-die-klimapandemie-schlimmer-als-corona_id_11946286.html,https://amp.focus.de/wissen/natur/klimawandel-schlimmer-als-corona-die-klimapandemie-schlimmer-als-corona_id_11946286.html,Klimawandel schlimmer als Corona !: Die Klimapandemie - Schlimmer als Corona ! - Natur,20200501T163000Z,https://p5.focus.de/img/natur/crop11946285/4562716903-w1200-h627-o-q75-p5/compressed-949741f4-570c-4104-b6fc-3c49b851e5c0.jpg,focus.de,German,Germany
https://www.svt.se/nyheter/lokalt/dalarna/klimatforandringarna-paverkar-arstiderna-nu-kartlaggs-varen,https://amp.svt.se/nyheter/lokalt/dalarna/klimatforandringarna-paverkar-arstiderna-nu-kartlaggs-varen,Klimatförändringar påverkar årstiderna – I helgen kartläggs våren,20200501T054500Z,https://www.svtstatic.se/image-cms/svtse/1588267129/svts/article26624502.svt/alternates/large/johanne-maad-jpg,svt.se,Swedish,Sweden
http://www.msn.com/en-us/news/other/what-earth-might-look-like-in-80-years-if-were-lucky-%E2%80%94-and-if-were-not/ss-BBPHuLr,,What Earth might look like in 80 years if were lucky and if were not,20200501T170000Z,,msn.com,English,United States
http://www.msn.com/en-us/lifestyle/green-living/what-earth-might-look-like-in-80-years-if-we-re-lucky-and-if-we-re-not/ss-BBPHuLr,,What Earth might look like in 80 years if were lucky and if were not,20200502T000000Z,,msn.com,English,United States
https://nypost.com/2020/05/01/new-report-predicts-coronavirus-could-cause-largest-drop-in-carbon-emissions-ever/,https://nypost.com/2020/05/01/new-report-predicts-coronavirus-could-cause-largest-drop-in-carbon-emissions-ever/amp/,New report predicts coronavirus could cause largest drop in carbon emissions ever,20200501T181500Z,https://thenypost.files.wordpress.com/2020/05/virus-air-quality-01.jpg?quality=90&strip=all,nypost.com,English,United States
https://www.washingtontimes.com/news/2020/may/1/robert-redford-pandemic-shutdown-provides-pleasant/,https://amp.washingtontimes.com/news/2020/may/1/robert-redford-pandemic-shutdown-provides-pleasant/,Robert Redford : Pandemic shutdown provides  pleasant surprise on climate change front,20200501T181500Z,,washingtontimes.com,English,United States
https://weather.com/news/climate/news/2020-04-30-florida-real-estate-home-values-flooding-sea-level-rise,https://weather.com/amp/news/climate/news/2020-04-30-florida-real-estate-home-values-flooding-sea-level-rise,"Florida Real Estate Values Likely to Take a Beating From Rising Sea Levels , New Report Says",20200501T081500Z,https://s.w-x.co/GettyImages-1194159165.jpg,weather.com,English,United States
https://www.opportunitiesforafricans.com/unops-global-innovation-challenge-2020/,,"UNOPS Global Innovation Challenge 2020 for Innovators , Entrepreneurs , Programmers and Developers ( Bootcamp in Kobe , Japan ) ",20200501T231500Z,,opportunitiesforafricans.com,English,Nigeria
https://www.thestar.com.my/opinion/letters/2020/05/01/give-ministry-the-attention-it-deserves,,Give ministry the attention it deserves,20200501T204500Z,,thestar.com.my,English,Malaysia
https://www.msn.com/en-us/finance/markets/the-pandemic-delivers-small-wins-for-the-climate/ar-BB13ta1W,,The Pandemic Delivers Small Wins for the Climate,20200501T111500Z,,msn.com,English,United States
https://www.edp24.co.uk/business/farming/brown-and-co-and-defra-launch-elms-test-and-trial-for-carbon-capture-on-farms-1-6632709,,  Carbon farming  trial will help shape post - Brexit environment policy | Farming,20200501T070000Z,https://www.edp24.co.uk/polopoly_fs/1.6632710!/image/image.jpg,edp24.co.uk,English,United Kingdom
https://www.sltrib.com/opinion/commentary/2020/05/01/joro-walker-leverage/,,Joro Walker : Leverage stimulus to invest in Utah clean air,20200501T210000Z,https://www.sltrib.com/resizer/ouDUL2g-siSER_EogNIlxf1PYGc=/1200x630/filters:quality(85)/arc-anglerfish-arc2-prod-sltrib.s3.amazonaws.com/public/YRQQDZQWRRHKTMFTICGZNMQXMU.JPG,sltrib.com,English,United States
http://segye.com/newsView/20200501506593,http://m.segye.com/view/20200501506593,유엔 사무총장  韓 코로나19 · 기후변화 대응 본보기 나라  ,20200501T060000Z,http://img.segye.com/content/image/2020/05/01/20200501507454.jpg,segye.com,Korean,South Korea
https://theconversation.com/stop-blaming-each-other-for-the-climate-crisis-coronavirus-shows-what-we-can-achieve-together-136013,https://theconversation.com/amp/stop-blaming-each-other-for-the-climate-crisis-coronavirus-shows-what-we-can-achieve-together-136013,Stop blaming each other for the climate crisis – coronavirus shows what we can achieve together,20200501T180000Z,https://images.theconversation.com/files/331962/original/file-20200501-42962-1mg4396.jpg?ixlib=rb-1.1.0&rect=41%2C455%2C4608%2C2304&q=45&auto=format&fit=crop,theconversation.com,English,Australia
https://www.nature.com/articles/s41467-020-16010-4,,Accelerating invasion potential of disease vector Aedes aegypti under climate change,20200501T101500Z,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41467-020-16010-4/MediaObjects/41467_2020_16010_Fig1_HTML.png,nature.com,English,United States
https://physicstoday.scitation.org/doi/10.1063/PT.3.4478,,New books & media,20200501T100000Z,https://physicstoday.scitation.org/action/showOpenGraphArticleImage?doi=10.1063/PT.3.4478&id=cover,physicstoday.scitation.org,English,United States
https://www.outsideonline.com/2412053/nature-books-podcasts-recommendations,,Books and Podcasts to Fix Your Nature Deprivation,20200501T113000Z,https://www.outsideonline.com/sites/default/files/styles/full-page/public/2020/04/20/stuck-inside-nature_h.jpg?itok=GhRAja2_,outsideonline.com,English,United States
https://www.americanprogress.org/issues/green/reports/2020/05/01/484416/impacts-climate-change-trump-administrations-anti-environmental-agenda-montana/,,The Impacts of Climate Change and the Trump Administration Anti - Environmental Agenda in Montana,20200501T134500Z,https://cdn.americanprogress.org/content/uploads/2020/04/30141856/Montana.png,americanprogress.org,English,United States
https://www.iltalehti.fi/politiikka/a/7bee6a80-a8d7-401e-b34d-9862d0b2ddf4,,Ohisalon vappupuhe keskittyi poikkeuskevseen,20200501T110000Z,"https://img.ilcdn.fi/aT7xpZIdbjFcjxGOzCXdYnxYZho=/1200x630/top/filters:watermark(https://assets.ilcdn.fi/ilsome_v2.jpg,25,0,0)/img-s3.ilcdn.fi/4672a58e7f0229f12551580fad0322ecc78d1cd0f1a75ee92000ee59589790c7.jpg",iltalehti.fi,Finnish,Finland
https://www.stuff.co.nz/environment/climate-news/300001430/key-kiwi-in-the-field-of-climate-science,,Key Kiwi in the field of climate science,20200501T174500Z,https://resources.stuff.co.nz/content/dam/images/4/y/m/2/n/y/image.related.StuffLandscapeSixteenByNine.1420x800.4ym2l2.png/1588335318082.jpg,stuff.co.nz,English,New Zealand
https://www.qt.com.au/news/the-scientific-phenomena-that-could-have-huge-impa/4004994/,https://m.qt.com.au/news/the-scientific-phenomena-that-could-have-huge-impa/4004994/,The scientific phenomena that could have big impact on crops,20200501T040000Z,https://media.apnarm.net.au/media/images/2020/04/29/v3imagesbin7e1e593988ba8a87ef1567c42c645a17-jim936m9dlnemwcz8u2_ct1880x930.jpg,qt.com.au,English,Australia
